URL,Path,Template,Theme,Header,Footer,Language,Migration,Phase,Priority,Gate,Actions,Key Blocks,Notes
https://www.wellsfargo.com/about/corporate/governance/powell/,/about/corporate/governance/powell/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/ricci/,/about/corporate/governance/ricci/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/rivas/,/about/corporate/governance/rivas/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/rosenberg/,/about/corporate/governance/rosenberg/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/santomassimo/,/about/corporate/governance/santomassimo/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/santos/,/about/corporate/governance/santos/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/sargent/,/about/corporate/governance/sargent/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/scharf/,/about/corporate/governance/scharf/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 1 (Representative),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/sommers/,/about/corporate/governance/sommers/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/governance/vanbeurden/,/about/corporate/governance/vanbeurden/,T13 Leadership Bio,Default,Default,Default,EN,Yes,Phase 1,5,Gate 3 (Bulk Import),"Import, Style, Validate","Columns, Cards, Default content, Disclaimers",
https://www.wellsfargo.com/about/corporate/norwest/,/about/corporate/norwest/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/inclusion/,/about/inclusion/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 2 (Validation Batch),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/inclusion/banking-inclusion-initiative/,/about/inclusion/banking-inclusion-initiative/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/,/about/investor-relations/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 2 (Validation Batch),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/annual-reports/,/about/investor-relations/annual-reports/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/disclosures/,/about/investor-relations/disclosures/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/events/,/about/investor-relations/events/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/filings/,/about/investor-relations/filings/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/fixed-income/,/about/investor-relations/fixed-income/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/legal-disclaimers/,/about/investor-relations/legal-disclaimers/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/quarterly-earnings/,/about/investor-relations/quarterly-earnings/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/,/about/investor-relations/shareholder-information/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/deemed-distribution-announcements/,/about/investor-relations/shareholder-information/deemed-distribution-announcements/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/investor-relations/shareholder-information/wachovia/,/about/investor-relations/shareholder-information/wachovia/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/,/about/responsibility-and-impact/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 2 (Validation Batch),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/,/about/responsibility-and-impact/community-giving/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/giving-faqs/,/about/responsibility-and-impact/community-giving/giving-faqs/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-giving/grant-process/,/about/responsibility-and-impact/community-giving/grant-process/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/community-reinvestment-act/,/about/responsibility-and-impact/community-reinvestment-act/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/government-relations/,/about/responsibility-and-impact/government-relations/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/responsibility-and-impact/sustainability/,/about/responsibility-and-impact/sustainability/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/supply-chain-management/,/about/supply-chain-management/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/about/teamworks/,/about/teamworks/,T5 Education Article,Default,Default,Default,EN,Yes,Phase 1,11,Gate 3 (Bulk Import),"Import, Style, Validate","Default content, Cards, Help Sidebar, Disclaimers",
https://www.wellsfargo.com/atm/,/atm/,T12 Privacy/Legal/Utility,Default,Default,Default,EN,Yes,Phase 1,13,Gate 1 (Representative),"Import, Style, Validate","Default content, Table, Columns, Disclaimers",
https://www.wellsfargo.com/auto-loans/,/auto-loans/,T4 L2 Category Hub,Default,Default,Default,EN,Yes,Phase 1,10,Gate 1 (Representative),"Import, Style, Validate","Hero, Cards, Columns, Accordion, App Promo, Disclaimers",
https://www.wellsfargo.com/auto-loans/assist/,/auto-loans/assist/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/auto-loans/make-payments/,/auto-loans/make-payments/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/auto-loans/vehicle-financing-101/,/auto-loans/vehicle-financing-101/,T3 Product Detail,Default,Default,Default,EN,Yes,Phase 1,3,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, Table, Accordion, help-cta, Disclaimers",
https://www.wellsfargo.com/biz/,/biz/,T8a Biz Landing,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 1 (Representative),"Import, Style, Validate","Hero, Cards, Columns, App Promo, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/,/biz/business-credit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/,/biz/business-credit/agreements/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/signify-business-cash-agreement/,/biz/business-credit/agreements/signify-business-cash-agreement/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/agreements/signify-business-elite-agreement/,/biz/business-credit/agreements/signify-business-elite-agreement/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/documents/,/biz/business-credit/credit-cards/documents/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/rewards/cash-back-terms/,/biz/business-credit/credit-cards/rewards/cash-back-terms/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/signify-business-cash-credit-card-terms-conditions/,/biz/business-credit/credit-cards/signify-business-cash-credit-card-terms-conditions/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/credit-cards/signify-business-cash-guide-to-benefits/,/biz/business-credit/credit-cards/signify-business-cash-guide-to-benefits/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/lightbox-prime/,/biz/business-credit/lightbox-prime/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/lines-of-credit/,/biz/business-credit/lines-of-credit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/business-credit/lines-of-credit/prime-line-of-credit/,/biz/business-credit/lines-of-credit/prime-line-of-credit/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/,/biz/checking/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/compare-checking-accounts/,/biz/checking/compare-checking-accounts/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/initiate/,/biz/checking/initiate/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/navigate/,/biz/checking/navigate/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/optimize/,/biz/checking/optimize/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/checking/optimize/treasury-services/,/biz/checking/optimize/treasury-services/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/debit-card/,/biz/debit-card/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/debit-card/design/,/biz/debit-card/design/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/fee-information/,/biz/fee-information/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/,/biz/help/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/addresses/,/biz/help/addresses/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/apply/,/biz/help/apply/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/,/biz/help/faqs/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/accounts/,/biz/help/faqs/accounts/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/alerts/,/biz/help/faqs/alerts/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/budget-watch/,/biz/help/faqs/budget-watch/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/business-line/,/biz/help/faqs/business-line/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/credit-cards/,/biz/help/faqs/credit-cards/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/deposit-hold/,/biz/help/faqs/deposit-hold/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/direct-pay/,/biz/help/faqs/direct-pay/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/overdraft-services/,/biz/help/faqs/overdraft-services/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/quickbooks/,/biz/help/faqs/quickbooks/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/quicken/,/biz/help/faqs/quicken/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/term-loan/,/biz/help/faqs/term-loan/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/xero/,/biz/help/faqs/xero/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/help/faqs/zelle/,/biz/help/faqs/zelle/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/,/biz/merchant/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 2 (Validation Batch),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/advantages/,/biz/merchant/advantages/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/,/biz/merchant/payment-processing-options/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-compact/,/biz/merchant/payment-processing-options/clover-compact/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-flex/,/biz/merchant/payment-processing-options/clover-flex/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-gateway-ecommerce/,/biz/merchant/payment-processing-options/clover-gateway-ecommerce/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-go/,/biz/merchant/payment-processing-options/clover-go/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-mini/,/biz/merchant/payment-processing-options/clover-mini/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-station-duo/,/biz/merchant/payment-processing-options/clover-station-duo/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-options/clover-station-solo/,/biz/merchant/payment-processing-options/clover-station-solo/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/merchant/payment-processing-pricing/,/biz/merchant/payment-processing-pricing/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
https://www.wellsfargo.com/biz/mobile/,/biz/mobile/,T8b Biz Sub-page,Default,Biz,Biz,EN,Yes,Phase 1,6,Gate 3 (Bulk Import),"Import, Style, Validate","Hero, Cards, product-comparison, Table, Disclaimers",
